,ip,finger,hash,name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias,class_main,multiclass
4023,c0402cd,cb58415,de9ae1d6f3599c672119d7f88b83c85c,5fbfa485,Human,Charlatan,2018-08-07T05:26:52Z,Monk 3,Monk,Way of the Kensei,3,Prodigy,24,18,14,18,15,9,18,14,Neutral Evil,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception,Dart|Unarmed strike|Whip,,Int,expertise/Deception,United States,US,NE,,,Human,,Dart|Unarmed Strike|Whip,1-3,eloquent_shannon,Monk,False
4024,6cf3b08,84b664f,923f737fbec43f8b382802c7927e547d,ec01c75e,Goliath,Outlander,2018-08-04T15:53:09Z,Barbarian 3,Barbarian,Path of the Berserker,3,,38,15,17,13,18,12,13,14,,Athletics|Animal Handling|Survival|Intimidation,Greataxe|Handaxe|Javelin,,Int,,United States,US,,,,Goliath,,Greataxe|Handaxe|Javelin,1-3,zealous_lederberg,Barbarian,False
4025,a11f0f1,f1aae5c,e2faf466a02e3418d32aa928bddcfaba,daaaad34,Human,Hermit,2018-08-04T10:17:57Z,Druid 3,Druid,Circle of the Moon,3,,27,15,11,15,14,9,16,13,,Nature|Religion|Medicine|Survival,Scimitar,,Wis,,Italy,IT,,,,Human,,Scimitar,1-3,happy_raman,Druid,False
4026,a11f0f1,f1aae5c,d25efb7d43492ace5b1910ccc62a655b,de4d08e4,Goliath,Mercenary Veteran,2018-08-04T10:14:23Z,Fighter 3,Fighter,Champion,3,,30,16,17,14,14,10,12,8,,Athletics|Perception|Intimidation|Persuasion,Maul|Trident|Handaxe,,Int,fighting style/Great Weapon Fighting,Italy,IT,,,,Goliath,,Maul|Trident|Handaxe,1-3,vigilant_goodall,Fighter,False
4027,83ccef6,adec6ff,b330d19078eef4b39899cdd598dac3d0,8adc62fe,Human,Noble,2018-08-01T06:13:19Z,Fighter 3,Fighter,Battle Master,3,Shield Master,28,19,16,8,14,8,10,16,Chaotic Good,Athletics|History|Insight|Intimidation|Persuasion,"Longsword|Crossbow, light",,Int,combat superiority maneuvers/Rally*Feinting Attack*Commander’s Strike|fighting style/Defense,,,CG,,,Human,,"Longsword|Crossbow, Light",1-3,hardcore_ardinghelli,Fighter,False
4028,a7e7ead,,abbe221b904f504e5e172575fd61c7ea,d8ec42d6,Goliath,Knight,2018-07-31T16:23:43Z,Fighter 3,Fighter,Eldritch Knight,3,,28,17,17,10,14,15,10,8,True Neutral ,Athletics|Arcana|History|Animal Handling|Persuasion,"Greatsword|Crossbow, heavy|Handaxe",,Int,fighting style/Defense,,,NN,,,Goliath,,"Greatsword|Crossbow, Heavy|Handaxe",1-3,admiring_kilby,Fighter,False
4029,372bd8f,9cbefc2,8e3112fdf563c73f856b19baf705ed08,245bc7e7,Turtle,Acolyte,2018-07-29T20:12:07Z,Cleric 3,Cleric,Trickery Domain,3,,30,19,16,10,14,10,15,10,,Religion|Insight|Medicine|Survival|Persuasion,Mace|Light Hammer,Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2,Wis,,,,,,,Turtle,Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2,Mace|Light hammer,1-3,magical_cannon,Cleric,False
4030,bd0862e,d6d6d01,17fd3147f2499b86306293aede6b2f27,be13e4e4,Human,Entertainer,2018-07-29T09:33:04Z,Monk 3,Monk,Way of the Four Elements,3,,30,16,10,16,14,10,16,11,,Athletics|Acrobatics|Stealth|Performance,Quarterstaff|Dart|Unarmed strike|Fist of Wind (2 Ki),,Wis,elemental disciplines/Fist of Unbroken Air,,,,,,Human,,Quarterstaff|Dart|Unarmed Strike|,1-3,elastic_allen,Monk,False
4031,,4fbdcca,11634b8fdbb0c84721230732067c857a,9a6588f3,Dragonborn,Mercenary Veteran,2018-07-26T23:39:28Z,Fighter 3,Fighter,Battle Master,3,,36,19,16,11,14,11,11,13,,Athletics|Acrobatics|Intimidation|Persuasion,"Lance|Crossbow, light",,Int,fighting style/Defense|combat superiority maneuvers/Trip Attack*Lunging Attack*Distracting Strike,Canada,CA,,,,Dragonborn,,"Lance|Crossbow, Light",1-3,epic_kilby,Fighter,False
4032,,8a044cf,61944cf93c6d423a5905dd529e6b2cbb,e838def9,Dragonborn,Soldier,2018-07-26T12:26:32Z,Paladin 3,Paladin,Oath of Ancients,3,,28,18,16,12,14,10,10,14,Chaotic good,Athletics|Insight|Intimidation|Persuasion,Longsword|Javelin,Ensnaring Strike*1|Speak with Animals*1,Cha,fighting style/Protection,Canada,CA,CG,,,Dragonborn,Ensnaring Strike*1|Speak with Animals*1,Longsword|Javelin,1-3,agitated_volhard,Paladin,False
4033,,8a044cf,dc807f5bd206bb3647e989dc9b801f1f,e05528fb,Dragonborn,Soldier,2018-07-25T18:32:27Z,Paladin 3,Paladin,Oath of Ancients,3,,28,18,16,12,14,10,10,14,Chaotic good,Athletics|Insight|Intimidation|Persuasion,Longsword|Javelin,Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Thunderous Smite*1|Shield Of Faith*1,Cha,fighting style/Protection,Canada,CA,CG,,,Dragonborn,Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Thunderous Smite*1|Shield of Faith*1,Longsword|Javelin,1-3,cocky_jepsen,Paladin,False
4034,2b957dc,,5ad96e3d5990a54a23333148b8ab79bd,99e318fe,Dragonborn,Mercenary Veteran,2018-07-21T05:52:36Z,Paladin 3,Paladin,Oath of Conquest,3,,30,18,17,9,12,10,10,16,,Athletics|Insight|Medicine|Persuasion,Warhammer|Javelin,Armor of Frost*1|Command*1,Cha,fighting style/Protection,,,,,,Dragonborn,*|Command*1,Warhammer|Javelin,1-3,quizzical_blackwell,Paladin,False
4035,36d2bb7,4a7a4e6,5ddcd0eda844072a389d08f7d2d96602,b39482a9,Human,Far Traveler,2018-07-19T21:55:37Z,Sorcerer 3,Sorcerer,Storm Sorcery,3,,14,15,10,14,10,14,10,16,CG,Acrobatics|Stealth|Arcana|Investigation|Insight|Perception|Intimidation|Persuasion,Firebolt|Shocking Grasp|Quarterstaff,Firebolt*0|Light*0|Shocking Grasp*0|Blade Ward*0|Mage Armor*1|Shield*1|Ice Knife*1|Scorching Ray*2,Cha,metamagic/Extended Spell*Empowered Spell,,,CG,,,Human,Fire Bolt*0|Light*0|Shocking Grasp*0|Blade Ward*0|Mage Armor*1|Shield*1|Ice Knife*1|Scorching Ray*2,||Quarterstaff,1-3,happy_pasteur,Sorcerer,False
4036,1d17436,,560268b91c647f6166915bc7b54a6047,5c4eb2e3,Firbolg,Faction Agent,2018-07-16T02:14:30Z,Cleric 3,Cleric,Forge Domain,3,,24,18,14,9,15,12,17,12,,History|Religion|Insight|Persuasion,"Mace|Crossbow, light",Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,Wis,,,,,,,Firbolg,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,"Mace|Crossbow, Light",1-3,elated_burnell,Cleric,False
4037,2e9ed2d,,4e01437e862376ba116662505c55ef3b,d10420ee,Lineage - Glas,Criminal,2018-07-09T23:16:44Z,Sorcerer 3,Sorcerer,Wild Magic,3,,22,13,8,16,15,8,8,17,,Stealth|Insight|Deception|Persuasion,"Crossbow, light|Dagger",Minor Illusion*0|Firebolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2,Cha,metamagic/Subtle Spell*Heightened Spell,,,,,,Tiefling,Minor Illusion*0|Fire Bolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2,"Crossbow, Light|Dagger",1-3,jolly_minsky,Sorcerer,False
4038,,77ffbb4,fac3399cde7117c65bb1ba17d1fdb39d,d2e8c636,Wood Elf,Hermit,2018-07-09T22:53:20Z,Monk 3,Monk,Way of the Four Elements,3,,20,15,10,17,13,12,15,8,,Acrobatics|Stealth|Religion|Medicine|Perception,Shortsword|Dart|Unarmed strike,,Int,elemental disciplines/Water Whip,Canada,CA,,,,Elf,,Shortsword|Dart|Unarmed Strike,1-3,bold_germain,Monk,False
4039,86cce77,6470532,83d68fb044e4f17d7e65cb38d825e557,c7965e16,Mountain Dwarf,Soldier,2018-07-09T20:37:25Z,Ranger 3,Ranger,Hunter,3,,28,16,16,15,14,9,14,14,,Athletics|Stealth|Perception|Survival|Intimidation,Handaxe|Handaxe|Longbow,,Wis,fighting style/Two-Weapon Fighting,United States,US,,,,Dwarf,,Handaxe|Handaxe|Longbow,1-3,romantic_banzai,Ranger,False
4040,7e650d0,da11885,b5d3c5b1f4d62390acb0836f2f782152,ceee2cdf,Tiefling,Entertainer,2018-07-09T07:48:43Z,Sorcerer 3,Sorcerer,Storm Sorcery,3,,21,12,8,14,12,14,10,17,,Acrobatics|Arcana|Deception|Performance,Spear|Dagger,,Cha,metamagic/Quickened Spell*Empowered Spell,,,,,,Tiefling,,Spear|Dagger,1-3,dreamy_mahavira,Sorcerer,False
4041,7e650d0,da11885,141c35c5a46e20d1b0c42fea52589dca,f265a106,Goblin,Sage,2018-07-09T07:45:41Z,Druid 3,Druid,Circle of Dreams,3,,24,15,13,14,11,14,15,8,Chaotic Good,Arcana|History|Nature|Insight,Scimitar,,Wis,,,,CG,,,Goblin,,Scimitar,1-3,recursing_liskov,Druid,False
4042,7e650d0,da11885,f7ab6ec6f81fb38947b9604df50d3627,40cc3115,Eladrin DMG,Acolyte,2018-07-09T07:44:02Z,Cleric 3,Cleric,Life Domain,3,,24,18,8,14,10,14,15,14,Chaotic Neutral,History|Religion|Insight|Medicine|Perception,Mace|Javelin,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,Wis,,,,CN,,,Eladrin,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,Mace|Javelin,1-3,affectionate_nobel,Cleric,False
4043,d0f496d,8dafc63,3f1d93312bc773b5545d505de61880bc,76292808,Fire Genasi,Noble,2018-07-08T15:46:26Z,Sorcerer 3,Sorcerer,Wild Magic,3,,18,10,8,10,14,14,14,15,,Arcana|History|Insight|Persuasion,Dagger|Dagger,,Cha,metamagic/Heightened Spell*Empowered Spell,,,,,,Genasi,,Dagger|Dagger,1-3,unruffled_taussig,Sorcerer,False
4044,d6674db,0ec7986,5dfb8346224ed3e52b1073606f7708e6,0781919c,Human,Noble,2018-07-05T20:42:03Z,Fighter 3,Fighter,Cavalier,3,Polearm Master,31,16,19,12,16,14,16,14,,Athletics|History|Animal Handling|Insight|Perception|Persuasion,Glaive|Pike|Handaxe,,Int,fighting style/Great Weapon Fighting,Canada,CA,,,,Human,,Glaive|Pike|Handaxe,1-3,naughty_ganguly,Fighter,False
4045,d6674db,,ff734781edcc584c0bade8f2f3731cae,7faecead,Ghastly Halfling,Outlander,2018-07-05T20:37:04Z,Druid 3,Druid,Circle of the Moon,3,,27,16,7,14,16,8,17,13,neutral good,Athletics|Nature|Perception|Survival,Scimitar|Produce Flame,Druidcraft*0|Produce Flame*0|Goodberry*1|Create Or Destroy Water*1|Healing Word*1|Cure Wounds*1|Lesser Restoration*2|Healing Spirit*2|Pass Without Trace*2|Darkvision*2,Wis,,Canada,CA,NG,,,Halfling,Druidcraft*0|Produce Flame*0|Goodberry*1|Create or Destroy Water*1|Healing Word*1|Cure Wounds*1|Lesser Restoration*2|Healing Spirit*2|Pass Without Trace*2|Darkvision*2,Scimitar|,1-3,trusting_visvesvaraya,Druid,False
4046,ed9e63d,,3a54455b3fb583bfe5e5135e178f4911,c6f1199f,Human,Soldier,2018-06-29T00:21:31Z,Fighter 3,Fighter,Battle Master,3,Linguist,23,16,14,16,8,11,14,12,,Athletics|Sleight of Hand|Perception|Survival|Intimidation,Rapier|Shortsword|Handaxe,,Int,combat superiority maneuvers/Sweeping Attack*Disarming Attack*Commander’s Strike|fighting style/Dueling,Belgium,BE,,,,Human,,Rapier|Shortsword|Handaxe,1-3,hungry_rosalind,Fighter,False
4047,d0f496d,,2347537f48467e983e68859e00eb444d,f5c02874,Tiefling,Acolyte,2018-06-28T20:49:25Z,Bard 3,Bard,College of Glamour,3,,27,13,8,15,14,10,9,17,,Sleight of Hand|Religion|Animal Handling|Insight|Performance,Mace|Dagger,,Cha,expertise/Sleight of Hand*Animal Handling,,,,,,Tiefling,,Mace|Dagger,1-3,stoic_taussig,Bard,False
4048,ed9e63d,da11885,1f488cf8377a31ce9e4ed1cac7abce2c,00f11bbc,Mountain Dwarf,Mercenary Veteran,2018-06-28T14:24:44Z,Barbarian 3,Barbarian,Path of the Zealot,3,,45,14,17,13,16,8,10,12,Chaotic Good,Athletics|Survival|Intimidation|Persuasion,Greataxe|Handaxe|Javelin,,Int,,Belgium,BE,CG,,,Dwarf,,Greataxe|Handaxe|Javelin,1-3,stupefied_agnesi,Barbarian,False
4049,ed9e63d,da11885,727701d59d106e6dacef6221d013aa8c,4174591b,Human,Noble,2018-06-28T13:37:00Z,Rogue 3,Rogue,Assassin,3,,24,14,9,16,11,14,13,15,,Sleight of Hand|Stealth|History|Deception|Performance|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Deception,Belgium,BE,,,,Human,,Rapier|Shortbow|Dagger,1-3,awesome_davinci,Rogue,False
4050,5d41311,23045f0,c025a9da6eb831dc464abb314ade686a,9904be37,Sea Elf,Sailor,2018-06-27T15:26:47Z,Wizard 3,Wizard,School of Conjuration,3,,24,13,15,16,14,12,10,8,,Athletics|Investigation|Insight|Perception,Dagger,,Int,,Belgium,BE,,,,Elf,,Dagger,1-3,condescending_banach,Wizard,False
4051,04efb45,,d35bc92b27e77f463b720ac7876c41b3,7e7897b9,Dragonborn,Criminal,2018-06-24T11:04:20Z,Barbarian 3,Barbarian,Path of the Berserker,3,,32,15,20,16,15,13,13,13,,Athletics|Stealth|Deception|Intimidation,Greataxe|Handaxe|Javelin,,Int,,,,,,,Dragonborn,,Greataxe|Handaxe|Javelin,1-3,focused_einstein,Barbarian,False
4052,bc0d6ae,092172e,85c243f718d3583be9f2ddbcfbece987,b7f04c3d,Goliath,clan hero,2018-06-24T02:19:14Z,Monk 3,Monk,Way of the Sun Soul,3,,30,14,15,17,16,9,12,11,neutral,Athletics|Acrobatics|History|Insight|Intimidation,Spear|Dart|Unarmed strike,,Int,,United States,US,NN,,,Goliath,,Spear|Dart|Unarmed Strike,1-3,epic_khayyam,Monk,False
4053,476401d,cd042b1,ddad35785c3bc807a580a0d6055555da,5145c534,Goliath,Clan Crafter,2018-06-21T02:48:28Z,Barbarian 3,Barbarian,Path of the Berserker,3,,35,14,17,12,16,8,8,13,,Athletics|History|Insight|Perception|Intimidation,Greataxe|Handaxe|Javelin,,Int,,United States,US,,,,Goliath,,Greataxe|Handaxe|Javelin,1-3,dazzling_bardeen,Barbarian,False
4054,476401d,,f51864f4e144e9b30cea172aec76d67c,faf797bc,Wood Elf,Clan Crafter,2018-06-21T02:25:11Z,Rogue 3,Rogue,Assassin,3,,24,14,8,17,14,8,13,14,,Stealth|History|Investigation|Insight|Perception|Deception|Performance,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,United States,US,,,,Elf,,Rapier|Shortbow|Dagger,1-3,tender_wilson,Rogue,False
4055,,241bb9e,1bc4bad569e3866591a05293ce59af1a,c7f3ff2e,Forest Gnome,Hermit,2018-06-19T10:10:16Z,Ranger 3,Ranger,Hunter,3,,25,16,8,16,13,14,14,10,,Investigation|Religion|Medicine|Perception|Survival,Shortsword|Longbow,,Wis,fighting style/Two-Weapon Fighting,Canada,CA,,,,Gnome,,Shortsword|Longbow,1-3,quizzical_neumann,Ranger,False
4056,37612fc,,a46173fc80bb913f803cc0bf589dc04a,87a77d96,High Elf,Custom,2018-06-18T20:54:44Z,Ranger 3,Ranger,Beast Master,3,,34,16,13,20,18,14,15,11,,Stealth|Nature|Animal Handling|Insight|Perception|Survival,Shortsword|Longbow|Rapier|,Firebolt*0|Cure Wounds*1|Hunters Mark*1,Wis,fighting style/Archery,,,,,,Elf,Fire Bolt*0|Cure Wounds*1|Hunter's Mark*1,Shortsword|Longbow|Rapier|,1-3,happy_turing,Ranger,False
4057,096e44d,0ab058f,6ac3e86c8081ab33ca520b8288ff0683,40fc027e,Meadowguard,Guild Artisan,2018-06-17T09:52:41Z,Paladin 3,Paladin,Oath of Free Commerce,3,,22,19,15,10,10,10,14,15,,Athletics|Insight|Medicine|Persuasion,Longsword|Javelin,identify*1|unseen servant*1,Cha,fighting style/Defense,,,,,,,Identify*1|Unseen Servant*1,Longsword|Javelin,1-3,elated_germain,Paladin,False
4058,46a66d6,0ab058f,85fc48e8c5c8204972d7f544f954e89b,69b3a26a,High Elf,Noble,2018-06-15T21:53:01Z,Barbarian 3,Barbarian,Path of the Berserker,3,,29,14,15,16,13,11,8,12,,Athletics|History|Perception|Intimidation|Persuasion,Halberd|Dagger|Javelin,True Strike *0,Int,,,,,,,Elf,True Strike*0,Halberd|Dagger|Javelin,1-3,heuristic_hawking,Barbarian,False
4059,6d12eb6,142efe1,37d7a0cdde530a08a1d8f86060d915f7,86ab4bee,Variant,Faction Agent/Outlander,2018-06-07T05:27:38Z,Paladin 3,Paladin,Oath of Ancients,3,,39,19,17,14,19,12,16,20,"""Good""",Athletics|Nature|Religion|Insight|Persuasion,Longsword|Javelin|Quarterstaff|Greatsword?, Fire Bolt  1d10 120ft*0|Booming Blade? (After AC bump)*0|Blade Ward? (melee resistance)*0|Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Bless*1|Compelled Duel (no AL)*1|Protection from Good and Evil*1|Command (Reaction)*1|Heroism*1,Cha,fighting style/Defense,,,NG,,,Half-Elf,Fire Bolt*0|Booming Blade*0|Blade Ward*0|Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Bless*1|Compelled Duel*1|Protection from Evil and Good*1|*|Heroism*1,Longsword|Javelin|Quarterstaff|Greatsword,1-3,jovial_carson,Paladin,False
4060,09c341b,ab32dea,ec4c27e56a2359c4d0bb576da513cd5a,aa1e10e4,Goliath,Clan Crafter,2018-06-07T00:34:21Z,Barbarian 3,Barbarian,Path of the Berserker,3,,35,15,17,14,16,8,8,10,cn,Athletics|History|Insight|Perception|Intimidation,Maul|Handaxe|Javelin,,Int,,,,CN,,,Goliath,,Maul|Handaxe|Javelin,1-3,cool_banzai,Barbarian,False
4061,7f32b1f,98a254e,9852fd88d087c4069317b2d246d76ada,951eb888,Wood Elf,Urchin,2018-06-06T16:45:02Z,Monk 3,Monk,Way of the Open Hand,3,,29,15,12,17,14,10,14,8,,Acrobatics|Sleight of Hand|Stealth|Insight|Perception,Shortsword|Unarmed strike|Longbow|Dagger|Dagger,,Int,,,,,,,Elf,,Shortsword|Unarmed Strike|Longbow|Dagger|Dagger,1-3,practical_ishizaka,Monk,False
4062,7f32b1f,62582ae,aa4df06fbdbb9fc3fe6908b1537ca1f7,073a4ac0,Lightfoot Halfling,Guild Artisan,2018-06-06T16:21:18Z,Cleric 3,Cleric,Life Domain,3,,27,18,12,16,13,10,15,9,,Religion|Insight|Medicine|Persuasion,"Mace|Crossbow, light",Spare The Dying*0|Sacred Flame*0|Light*0|Cure Wounds*1|Detect Magic*1|Inflict Wounds*1|Healing Word*1|Spiritual Weapon*2|Shatter*2,Wis,,,,,,,Halfling,Spare the Dying*0|Sacred Flame*0|Light*0|Cure Wounds*1|Detect Magic*1|Inflict Wounds*1|Healing Word*1|Spiritual Weapon*2|Shatter*2,"Mace|Crossbow, Light",1-3,zealous_saha,Cleric,False
4063,2616c6f,26d7fe0,dd92eb5c258fa7651a313e1030605d72,b61bfc2a,Tiefling,Criminal,2018-06-02T16:48:09Z,Warlock 3,Warlock,The Hexblade,3,,24,12,8,13,14,11,12,17,,Stealth|Arcana|Deception|Intimidation,"Crossbow, light|Dagger",,Cha,pact boon/Pact of the Blade|eldritch invocations/Armor of Shadows*Agonizing Blast,,,,,,Tiefling,,"Crossbow, Light|Dagger",1-3,ecstatic_allen,Warlock,False
4064,,71005c9,323578615e1f1cbfb8330c79ab9163b2,40988876,Human,Sailor,2018-05-29T18:21:43Z,Druid 3,Druid,Circle of the Moon,3,Prodigy,27,13,12,14,16,12,17,16,,Athletics|Nature|Insight|Perception|Survival|Intimidation,Javelin|Quarterstaff,,Wis,expertise/Athletics,Canada,CA,,,,Human,,Javelin|Quarterstaff,1-3,quirky_shockley,Druid,False
4065,04efb45,dd17648,2c62b51d9cecc93ed5b47e567d94c6f9,b721ef24,Gray Dwarf,Mercenary Veteran,2018-05-28T02:18:31Z,Barbarian 3,Barbarian,Path of the Battlerager,3,,35,17,16,12,17,10,10,9,,Athletics|Animal Handling|Perception|Persuasion,Greataxe|Handaxe|Javelin,,Int,,,,,,,Dwarf,,Greataxe|Handaxe|Javelin,1-3,stoic_haslett,Barbarian,False
4066,75d0a3c,81e5ec2,1a3624676f1fe6fdd5992b1c2aac2677,3d7a2bfc,Kenku,Criminal,2018-05-27T20:14:52Z,Warlock 3,Warlock,The Celestial,3,,13,13,8,15,10,14,13,15,,Sleight of Hand|Stealth|Arcana|Religion|Deception,"Crossbow, Light|Dagger",Light*0|Sacred Flame*0|Eldritch Blast*0|Agonizing Blast (ELDRITCH INVOCATION)*0|Mask Of Many Faces (ELDRITCH INVOCATION)*0|Prestidigitation*0|Guidance (Pact of the Tome)*0|True Strike (Pact of the Tome)*0|Mage Hand (Pact of the Tome)*0|Cure Wounds*1|Guiding Bolt*1|Hellish Rebuke*1|Protection from Evil and Good*1|Lesser Restoration*2|Flaming Sphere*2|Mirror Image*2|Misty Step*2,Cha,pact boon/Pact of the Tome,,,,,,Kenku,Light*0|Sacred Flame*0|Eldritch Blast*0|Eldritch Blast*0|*|Prestidigitation*0|Guidance*0|True Strike*0|Mage Hand*0|Cure Wounds*1|Guiding Bolt*1|Hellish Rebuke*1|Protection from Evil and Good*1|Lesser Restoration*2|Flaming Sphere*2|Mirror Image*2|Misty Step*2,"Crossbow, Light|Dagger",1-3,trusting_solomon,Warlock,False
4067,2ac5073,,33764d6486da7fb6edd2100edfe2557b,4a0ff20d,Mountain Dwarf,Soldier,2018-05-27T13:38:00Z,Barbarian 3,Barbarian,Path of the Ancestral Guardian,3,,35,14,17,13,16,8,12,10,,Athletics|Animal Handling|Survival|Intimidation,Greataxe|Javelin,,Int,,,,,,,Dwarf,,Greataxe|Javelin,1-3,eloquent_aryabhata,Barbarian,False
4068,41b14ee,f0836b9,9f2e09e82a0122a022af050816767669,15fc67e2,Human,Cloistered Scholar,2018-05-27T10:08:13Z,Cleric 3,Cleric,Forge Domain,3,,24,16,14,11,15,13,9,16,,Arcana|History|Insight|Persuasion,Mace|Club,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,Wis,,,,,,,Human,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,Mace|Club,1-3,musing_mclaren,Cleric,False
4069,19cbf1a,d06fcf2,6ed2efa19bd9a41c112d2a4fe283004f,6af109bf,Human,Noble,2018-05-27T09:57:15Z,Wizard 3,Wizard,School of Illusion,3,Prodigy,11,11,8,12,8,16,16,13,,Arcana|History|Investigation|Perception|Persuasion,Quarterstaff,,Int,expertise/Arcana,,,,,,Human,,Quarterstaff,1-3,elated_khayyam,Wizard,False
4070,,40bb380,758e46c9c68b47e9a2fb3b4e9053af30,4789e62b,High Elf,Sage,2018-05-26T22:18:59Z,Wizard 3,Wizard,School of Evocation,3,,21,12,10,14,13,16,10,13,,Arcana|History|Religion|Insight|Perception,Dagger,,Int,,Canada,CA,,,,Elf,,Dagger,1-3,fervent_stallman,Wizard,False
4071,19cbf1a,d06fcf2,ef8e43eb6d892b2cd88dfb4c35438a22,2e1ae35a,Deep Gnome,Haunted One,2018-05-26T14:50:20Z,Monk 3,Monk,Way of Shadow,3,,23,15,9,16,12,12,14,12,,Acrobatics|Stealth|Arcana|Survival,Handaxe|Dart|Unarmed strike,,Int,,,,,,,Gnome,,Handaxe|Dart|Unarmed Strike,1-3,gallant_feynman,Monk,False
4072,19cbf1a,d06fcf2,513dc43ed40f8b4a143f3a79e83199aa,e5b7e31d,Tiefling,Acolyte,2018-05-26T14:46:48Z,Cleric 3,Cleric,War Domain,3,,21,18,13,12,10,12,15,14,,History|Religion|Insight|Persuasion,"Warhammer|Crossbow, light",Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2,Wis,,,,,,,Tiefling,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2,"Warhammer|Crossbow, Light",1-3,friendly_varahamihira,Cleric,False
4073,19cbf1a,d06fcf2,1b9b7c97833e5895e51049b67be2ab0c,62a12c42,Goblin,Acolyte,2018-05-26T14:45:06Z,Wizard 3,Wizard,School of Evocation,3,,16,12,8,14,13,15,14,11,,Arcana|Investigation|Religion|Insight,Dagger,,Int,,,,,,,Goblin,,Dagger,1-3,laughing_shannon,Wizard,False
4074,19cbf1a,d06fcf2,31335992af4443b3a3527debac52a606,166fef89,Hill Dwarf,Mercenary Veteran,2018-05-26T14:43:06Z,Sorcerer 3,Sorcerer,Draconic Bloodline,3,,24,13,10,10,13,12,15,15,,Athletics|Arcana|Deception|Persuasion,Quarterstaff|Dagger,,Cha,metamagic/Subtle Spell*Heightened Spell,,,,,,Dwarf,,Quarterstaff|Dagger,1-3,sleepy_moore,Sorcerer,False
4075,19cbf1a,d06fcf2,91c6cfe9fde64ff775376902a730d625,42a45bd0,Half-Elf,Mercenary Veteran,2018-05-26T14:40:13Z,Fighter 3,Fighter,Champion,3,,28,18,16,14,13,10,10,14,,Athletics|Acrobatics|Survival|Deception|Intimidation|Persuasion,Greatsword|Handaxe,,Int,fighting style/Great Weapon Fighting,,,,,,Half-Elf,,Greatsword|Handaxe,1-3,cool_meninsky,Fighter,False
4076,19cbf1a,d06fcf2,2a5e26801ce437b500d924873e3e9331,366cd6ef,Lightfoot Halfling,Criminal,2018-05-26T14:39:10Z,Rogue 3,Rogue,Thief,3,,24,14,10,17,12,10,9,16,,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,Rapier|Shortbow|Dagger,,Int,expertise/Sleight of Hand*Intimidation,,,,,,Halfling,,Rapier|Shortbow|Dagger,1-3,flamboyant_hofstadter,Rogue,False
4077,19cbf1a,d06fcf2,db74f2288db2fcafe0e04af8ebc35bd2,9e0a34ee,Human,Folk Hero,2018-05-26T14:36:33Z,Paladin 3,Paladin,Oath of Devotion,3,Charger,29,18,16,10,12,10,13,14,,Athletics|Religion|Animal Handling|Survival|Persuasion,Warhammer,Protection from Evil and Good*1|Sanctuary*1,Cha,fighting style/Protection,,,,,,Human,Protection from Evil and Good*1|Sanctuary*1,Warhammer,1-3,charming_cocks,Paladin,False
4078,06f92ce,c878c62,10fc7f020a6520cd9e1d3228793bb270,e4f1414c,Human,Hermit,2018-05-25T17:11:39Z,Monk 3,Monk,Way of the Open Hand,3,,27,15,13,16,14,9,15,11,Neutral Good ,Athletics|Acrobatics|Religion|Medicine,Quarterstaff|Dart|Unarmed strike,,Int,,,,NG,,,Human,,Quarterstaff|Dart|Unarmed Strike,1-3,nostalgic_colden,Monk,False
4079,4c5f58b,af8d0f7,a51ada04ff3e727df12a8deb2ce5842d,2e772dea,Turtle,Soldier,2018-05-21T00:43:27Z,Barbarian 3,Barbarian,Path of the Totem Warrior,3,,38,18,20,14,18,9,14,15,,Athletics|Animal Handling|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,,Int,,,,,,,Turtle,,Greataxe|Handaxe|Javelin,1-3,gifted_ritchie,Barbarian,False
